year,countrycode,scenario,hdi.proj
2075,GUY,SSP3,0.643004627
2080,GUY,SSP3,NA
2085,GUY,SSP3,NA
2090,GUY,SSP3,NA
2095,GUY,SSP3,NA
2010,HKG,SSP3,0.84892357
2015,HKG,SSP3,0.857180395
2020,HKG,SSP3,0.864609048
2025,HKG,SSP3,0.870451623
2030,HKG,SSP3,0.876485584
2035,HKG,SSP3,0.882915361
2040,HKG,SSP3,0.889682068
2045,HKG,SSP3,0.895836492
2050,HKG,SSP3,0.90045351
2055,HKG,SSP3,0.903242121
2060,HKG,SSP3,0.905446857
2065,HKG,SSP3,0.907256247
2070,HKG,SSP3,0.908870889
2075,HKG,SSP3,0.908638473
2080,HKG,SSP3,NA
2085,HKG,SSP3,NA
2090,HKG,SSP3,NA
2095,HKG,SSP3,NA
2010,HND,SSP3,0.514867522
2015,HND,SSP3,0.51845442
2020,HND,SSP3,0.523743058
2025,HND,SSP3,0.528415774
2030,HND,SSP3,0.531596961
2035,HND,SSP3,0.534970882
2040,HND,SSP3,0.537413741
2045,HND,SSP3,0.539007206
2050,HND,SSP3,0.539754998
2055,HND,SSP3,0.539928246
2060,HND,SSP3,0.540557691
2065,HND,SSP3,0.541103974
2070,HND,SSP3,0.542248689
2075,HND,SSP3,0.542508462
2080,HND,SSP3,NA
2085,HND,SSP3,NA
2090,HND,SSP3,NA
2095,HND,SSP3,NA
2010,HRV,SSP3,0.749162842
2015,HRV,SSP3,0.759155083
2020,HRV,SSP3,0.768967692
2025,HRV,SSP3,0.777168421
2030,HRV,SSP3,0.783583873
2035,HRV,SSP3,0.788728144
2040,HRV,SSP3,0.793084539
2045,HRV,SSP3,0.796773913
2050,HRV,SSP3,0.799404927
2055,HRV,SSP3,0.800947774
2060,HRV,SSP3,0.802794021
2065,HRV,SSP3,0.804819071
2070,HRV,SSP3,0.807024301
2075,HRV,SSP3,0.8077681
2080,HRV,SSP3,NA
2085,HRV,SSP3,NA
2090,HRV,SSP3,NA
2095,HRV,SSP3,NA
2010,HTI,SSP3,0.400309107
2015,HTI,SSP3,0.403470571
2020,HTI,SSP3,0.416074419
2025,HTI,SSP3,0.430299077
2030,HTI,SSP3,0.44303951
2035,HTI,SSP3,0.453507963
2040,HTI,SSP3,0.461069116
2045,HTI,SSP3,0.46678166
2050,HTI,SSP3,0.47082838
2055,HTI,SSP3,0.472635062
2060,HTI,SSP3,0.474273471
2065,HTI,SSP3,0.476552971
2070,HTI,SSP3,0.478006303
2075,HTI,SSP3,0.479078683
2080,HTI,SSP3,NA
2085,HTI,SSP3,NA
2090,HTI,SSP3,NA
2095,HTI,SSP3,NA
2010,HUN,SSP3,0.740132417
2015,HUN,SSP3,0.74672053
2020,HUN,SSP3,0.756175858
2025,HUN,SSP3,0.765024922
2030,HUN,SSP3,0.771521627
2035,HUN,SSP3,0.776235414
2040,HUN,SSP3,0.780108205
2045,HUN,SSP3,0.782957108
2050,HUN,SSP3,0.784605164
2055,HUN,SSP3,0.785541213
2060,HUN,SSP3,0.787019049
2065,HUN,SSP3,0.788678568
2070,HUN,SSP3,0.790567833
2075,HUN,SSP3,0.790895173
2080,HUN,SSP3,NA
2085,HUN,SSP3,NA
2090,HUN,SSP3,NA
2095,HUN,SSP3,NA
2010,IDN,SSP3,0.588122278
2015,IDN,SSP3,0.607073928
2020,IDN,SSP3,0.634200031
2025,IDN,SSP3,0.655918176
2030,IDN,SSP3,0.671493484
2035,IDN,SSP3,0.682717366
2040,IDN,SSP3,0.691887082
2045,IDN,SSP3,0.69879725
2050,IDN,SSP3,0.70377418
2055,IDN,SSP3,0.707172568
2060,IDN,SSP3,0.710296298
2065,IDN,SSP3,0.712742524
2070,IDN,SSP3,0.714727282
2075,IDN,SSP3,0.714811246
2080,IDN,SSP3,NA
2085,IDN,SSP3,NA
2090,IDN,SSP3,NA
2095,IDN,SSP3,NA
2010,IND,SSP3,0.497162088
2015,IND,SSP3,0.517393272
2020,IND,SSP3,0.546199615
2025,IND,SSP3,0.567450639
2030,IND,SSP3,0.582731312
2035,IND,SSP3,0.593654843
2040,IND,SSP3,0.60191697
2045,IND,SSP3,0.607339531
2050,IND,SSP3,0.609364351
2055,IND,SSP3,0.60871772
2060,IND,SSP3,0.607631315
2065,IND,SSP3,0.606359991
2070,IND,SSP3,0.605241753
2075,IND,SSP3,0.602944426
2080,IND,SSP3,NA
2085,IND,SSP3,NA
2090,IND,SSP3,NA
2095,IND,SSP3,NA
2010,IRL,SSP3,0.839031961
2015,IRL,SSP3,0.843588379
2020,IRL,SSP3,0.848347245
2025,IRL,SSP3,0.854351055
2030,IRL,SSP3,0.860156914
2035,IRL,SSP3,0.865885794
2040,IRL,SSP3,0.870870552
2045,IRL,SSP3,0.875161607
2050,IRL,SSP3,0.878386844
2055,IRL,SSP3,0.880718296
2060,IRL,SSP3,0.883300706
2065,IRL,SSP3,0.8858666
2070,IRL,SSP3,0.888206473
2075,IRL,SSP3,0.888497088
2080,IRL,SSP3,NA
2085,IRL,SSP3,NA
2090,IRL,SSP3,NA
2095,IRL,SSP3,NA
2010,IRN,SSP3,0.641478863
2015,IRN,SSP3,0.654835611
2020,IRN,SSP3,0.665866684
2025,IRN,SSP3,0.673010777
2030,IRN,SSP3,0.678300347
2035,IRN,SSP3,0.683439057
2040,IRN,SSP3,0.688358128
2045,IRN,SSP3,0.693125209
2050,IRN,SSP3,0.696909721
2055,IRN,SSP3,0.699666165
2060,IRN,SSP3,0.702538632
2065,IRN,SSP3,0.705566186
2070,IRN,SSP3,0.708437871
2075,IRN,SSP3,0.709318588
2080,IRN,SSP3,NA
2085,IRN,SSP3,NA
2090,IRN,SSP3,NA
2095,IRN,SSP3,NA
2010,IRQ,SSP3,0.553245752
2015,IRQ,SSP3,0.561460707
2020,IRQ,SSP3,0.585880164
2025,IRQ,SSP3,0.603421279
2030,IRQ,SSP3,0.613671029
2035,IRQ,SSP3,0.619478911
2040,IRQ,SSP3,0.622321813
2045,IRQ,SSP3,0.623166461
2050,IRQ,SSP3,0.622946114
2055,IRQ,SSP3,0.622230842
2060,IRQ,SSP3,0.622110875
2065,IRQ,SSP3,0.622583088
2070,IRQ,SSP3,0.623496539
2075,IRQ,SSP3,0.62341686
2080,IRQ,SSP3,NA
2085,IRQ,SSP3,NA
2090,IRQ,SSP3,NA
2095,IRQ,SSP3,NA
2010,ISL,SSP3,0.847226758
2015,ISL,SSP3,0.852717471
2020,ISL,SSP3,0.861313402
2025,ISL,SSP3,0.870661959
2030,ISL,SSP3,0.878248419
2035,ISL,SSP3,0.88477678
2040,ISL,SSP3,0.890312528
2045,ISL,SSP3,0.894896309
2050,ISL,SSP3,0.898349004
2055,ISL,SSP3,0.900907425
2060,ISL,SSP3,0.903609014
2065,ISL,SSP3,0.905985126
2070,ISL,SSP3,0.908092226
2075,ISL,SSP3,0.907848458
2080,ISL,SSP3,NA
2085,ISL,SSP3,NA
2090,ISL,SSP3,NA
2095,ISL,SSP3,NA
2010,ISR,SSP3,0.800951119
2015,ISR,SSP3,0.804809385
2020,ISR,SSP3,0.811244684
2025,ISR,SSP3,0.817216847
2030,ISR,SSP3,0.821617619
2035,ISR,SSP3,0.825150804
2040,ISR,SSP3,0.828325759
2045,ISR,SSP3,0.830917136
2050,ISR,SSP3,0.832594207
2055,ISR,SSP3,0.833248903
2060,ISR,SSP3,0.834224669
2065,ISR,SSP3,0.83539239
2070,ISR,SSP3,0.836739931
2075,ISR,SSP3,0.83643671
2080,ISR,SSP3,NA
2085,ISR,SSP3,NA
2090,ISR,SSP3,NA
2095,ISR,SSP3,NA
2010,ITA,SSP3,0.784167902
2015,ITA,SSP3,0.78779865
2020,ITA,SSP3,0.79423518
2025,ITA,SSP3,0.801775077
2030,ITA,SSP3,0.808927464
2035,ITA,SSP3,0.815470585
2040,ITA,SSP3,0.821173769
2045,ITA,SSP3,0.825981192
2050,ITA,SSP3,0.829504646
2055,ITA,SSP3,0.831994939
2060,ITA,SSP3,0.83468342
2065,ITA,SSP3,0.837252678
2070,ITA,SSP3,0.839536769
2075,ITA,SSP3,0.839951868
2080,ITA,SSP3,NA
2085,ITA,SSP3,NA
2090,ITA,SSP3,NA
2095,ITA,SSP3,NA
2010,JAM,SSP3,0.65120778
2015,JAM,SSP3,0.656559711
2020,JAM,SSP3,0.669419653
2025,JAM,SSP3,0.68450597
2030,JAM,SSP3,0.698236167
2035,JAM,SSP3,0.708904996
2040,JAM,SSP3,0.716569704
2045,JAM,SSP3,0.721319579
2050,JAM,SSP3,0.724286568
2055,JAM,SSP3,0.726012555
2060,JAM,SSP3,0.727679561
2065,JAM,SSP3,0.729280483
2070,JAM,SSP3,0.730613693
2075,JAM,SSP3,0.730890473
2080,JAM,SSP3,NA
2085,JAM,SSP3,NA
2090,JAM,SSP3,NA
2095,JAM,SSP3,NA
2010,JOR,SSP3,0.65366086
2015,JOR,SSP3,0.667081509
2020,JOR,SSP3,0.686838601
2025,JOR,SSP3,0.701430552
2030,JOR,SSP3,0.710298548
2035,JOR,SSP3,0.716190737
2040,JOR,SSP3,0.720506284
2045,JOR,SSP3,0.723544609
2050,JOR,SSP3,0.725453576
2055,JOR,SSP3,0.726651202
2060,JOR,SSP3,0.728086105
2065,JOR,SSP3,0.729643553
2070,JOR,SSP3,0.73122088
2075,JOR,SSP3,0.731270885
2080,JOR,SSP3,NA
2085,JOR,SSP3,NA
2090,JOR,SSP3,NA
2095,JOR,SSP3,NA
2010,JPN,SSP3,0.859224296
2015,JPN,SSP3,0.861366465
2020,JPN,SSP3,0.863552541
2025,JPN,SSP3,0.866674132
2030,JPN,SSP3,0.870567896
2035,JPN,SSP3,0.874755599
2040,JPN,SSP3,0.878876547
2045,JPN,SSP3,0.882589284
2050,JPN,SSP3,0.88546089
2055,JPN,SSP3,0.88739307
2060,JPN,SSP3,0.889641047
2065,JPN,SSP3,0.892210318
2070,JPN,SSP3,0.894857433
2075,JPN,SSP3,0.895634235
2080,JPN,SSP3,NA
2085,JPN,SSP3,NA
2090,JPN,SSP3,NA
2095,JPN,SSP3,NA
2010,KAZ,SSP3,0.686784771
2015,KAZ,SSP3,0.706751193
2020,KAZ,SSP3,0.724890967
2025,KAZ,SSP3,0.736140495
2030,KAZ,SSP3,0.742700146
2035,KAZ,SSP3,0.747384925
2040,KAZ,SSP3,0.751258553
2045,KAZ,SSP3,0.754844097
2050,KAZ,SSP3,0.757736274
2055,KAZ,SSP3,0.759710856
2060,KAZ,SSP3,0.762026051
2065,KAZ,SSP3,0.764309089
2070,KAZ,SSP3,0.766957971
2075,KAZ,SSP3,0.768137339
2080,KAZ,SSP3,NA
2085,KAZ,SSP3,NA
2090,KAZ,SSP3,NA
2095,KAZ,SSP3,NA
2010,KEN,SSP3,0.447002167
2015,KEN,SSP3,0.443264201
2020,KEN,SSP3,0.452762984
2025,KEN,SSP3,0.463978911
2030,KEN,SSP3,0.472980764
2035,KEN,SSP3,0.478582398
2040,KEN,SSP3,0.482535737
2045,KEN,SSP3,0.485641161
2050,KEN,SSP3,0.48841344
2055,KEN,SSP3,0.490550007
2060,KEN,SSP3,0.493381545
2065,KEN,SSP3,0.49553378
2070,KEN,SSP3,0.498591565
2075,KEN,SSP3,0.500515334
2080,KEN,SSP3,NA
2085,KEN,SSP3,NA
2090,KEN,SSP3,NA
2095,KEN,SSP3,NA
2010,KGZ,SSP3,0.567325788
2015,KGZ,SSP3,0.598103639
2020,KGZ,SSP3,0.653832636
2025,KGZ,SSP3,0.696494563
2030,KGZ,SSP3,0.721628137
2035,KGZ,SSP3,0.735910408
2040,KGZ,SSP3,0.744100783
2045,KGZ,SSP3,0.749258889
2050,KGZ,SSP3,0.752427573
2055,KGZ,SSP3,0.754309242
2060,KGZ,SSP3,0.756155019
2065,KGZ,SSP3,0.758211996
2070,KGZ,SSP3,0.760536967
2075,KGZ,SSP3,0.761515865
2080,KGZ,SSP3,NA
2085,KGZ,SSP3,NA
2090,KGZ,SSP3,NA
2095,KGZ,SSP3,NA
2010,KHM,SSP3,0.436974701
2015,KHM,SSP3,0.456145502
2020,KHM,SSP3,0.487053747
2025,KHM,SSP3,0.509321122
2030,KHM,SSP3,0.528176447
2035,KHM,SSP3,0.54044711
2040,KHM,SSP3,0.549950678
2045,KHM,SSP3,0.557625698
2050,KHM,SSP3,0.561794776
2055,KHM,SSP3,0.564248694
2060,KHM,SSP3,0.566590452
2065,KHM,SSP3,0.568246303
2070,KHM,SSP3,0.570689943
2075,KHM,SSP3,0.571055817
2080,KHM,SSP3,NA
2085,KHM,SSP3,NA
2090,KHM,SSP3,NA
2095,KHM,SSP3,NA
2010,KOR,SSP3,0.835289311
2015,KOR,SSP3,0.842048491
2020,KOR,SSP3,0.848065701
2025,KOR,SSP3,0.852636881
2030,KOR,SSP3,0.856913149
2035,KOR,SSP3,0.861246796
2040,KOR,SSP3,0.865262809
2045,KOR,SSP3,0.868757974
2050,KOR,SSP3,0.871526525
2055,KOR,SSP3,0.87345785
2060,KOR,SSP3,0.8755746
2065,KOR,SSP3,0.877585136
2070,KOR,SSP3,0.879497355
2075,KOR,SSP3,0.879713249
2080,KOR,SSP3,NA
2085,KOR,SSP3,NA
2090,KOR,SSP3,NA
2095,KOR,SSP3,NA
2010,KWT,SSP3,0.745605148
2015,KWT,SSP3,0.751920497
2020,KWT,SSP3,0.756566007
2025,KWT,SSP3,0.756581519
2030,KWT,SSP3,0.755642398
2035,KWT,SSP3,0.756026673
2040,KWT,SSP3,0.760045466
2045,KWT,SSP3,0.765609534
2050,KWT,SSP3,0.771362977
2055,KWT,SSP3,0.776727567
2060,KWT,SSP3,0.781571735
2065,KWT,SSP3,0.785496089
2070,KWT,SSP3,0.788882763
2075,KWT,SSP3,0.790208625
2080,KWT,SSP3,NA
2085,KWT,SSP3,NA
2090,KWT,SSP3,NA
2095,KWT,SSP3,NA
2010,LAO,SSP3,0.473627276
2015,LAO,SSP3,0.488810348
2020,LAO,SSP3,0.501105947
2025,LAO,SSP3,0.504864848
2030,LAO,SSP3,0.50803083
2035,LAO,SSP3,0.509671429
2040,LAO,SSP3,0.510495904
2045,LAO,SSP3,0.511447725
2050,LAO,SSP3,0.51230467
2055,LAO,SSP3,0.511498739
2060,LAO,SSP3,0.512045484
2065,LAO,SSP3,0.511769273
2070,LAO,SSP3,0.512025756
2075,LAO,SSP3,0.511823804
2080,LAO,SSP3,NA
2085,LAO,SSP3,NA
2090,LAO,SSP3,NA
2095,LAO,SSP3,NA
2010,LBN,SSP3,0.68701615
2015,LBN,SSP3,0.699893857
2020,LBN,SSP3,0.712684377
2025,LBN,SSP3,0.71909776
2030,LBN,SSP3,0.724520967
2035,LBN,SSP3,0.729145174
2040,LBN,SSP3,0.734559494
2045,LBN,SSP3,0.739577563
2050,LBN,SSP3,0.743704776
2055,LBN,SSP3,0.746472213
2060,LBN,SSP3,0.748816944
2065,LBN,SSP3,0.750637275
2070,LBN,SSP3,0.752194267
2075,LBN,SSP3,0.752178517
2080,LBN,SSP3,NA
2085,LBN,SSP3,NA
2090,LBN,SSP3,NA
2095,LBN,SSP3,NA
2010,LBR,SSP3,0.217818182
2015,LBR,SSP3,0.224456691
2020,LBR,SSP3,0.243980507
2025,LBR,SSP3,0.259238967
2030,LBR,SSP3,0.269815176
2035,LBR,SSP3,0.277102263
2040,LBR,SSP3,0.28209773
2045,LBR,SSP3,0.285608768
2050,LBR,SSP3,0.288752918
2055,LBR,SSP3,0.291224348
2060,LBR,SSP3,0.293502315
2065,LBR,SSP3,0.295829304
2070,LBR,SSP3,0.298599646
2075,LBR,SSP3,0.300087698
2080,LBR,SSP3,NA
2085,LBR,SSP3,NA
2090,LBR,SSP3,NA
2095,LBR,SSP3,NA
2010,LCA,SSP3,0.675964584
2015,LCA,SSP3,0.680671248
2020,LCA,SSP3,0.686403552
2025,LCA,SSP3,0.691059436
2030,LCA,SSP3,0.695556181
2035,LCA,SSP3,0.70001415
2040,LCA,SSP3,0.704768414
2045,LCA,SSP3,0.70926184
2050,LCA,SSP3,0.712549939
2055,LCA,SSP3,0.714435954
2060,LCA,SSP3,0.716212878
2065,LCA,SSP3,0.717844189
2070,LCA,SSP3,0.719537291
2075,LCA,SSP3,0.719773048
2080,LCA,SSP3,NA
2085,LCA,SSP3,NA
2090,LCA,SSP3,NA
2095,LCA,SSP3,NA
2010,LSO,SSP3,0.409915946
2015,LSO,SSP3,0.402362514
2020,LSO,SSP3,0.40251205
2025,LSO,SSP3,0.403985468
2030,LSO,SSP3,0.405665065
2035,LSO,SSP3,0.410674685
2040,LSO,SSP3,0.414959908
2045,LSO,SSP3,0.417694147
2050,LSO,SSP3,0.422615726
2055,LSO,SSP3,0.428892291
2060,LSO,SSP3,0.431535114
2065,LSO,SSP3,0.438983596
2070,LSO,SSP3,0.442325201
2075,LSO,SSP3,0.446987453
2080,LSO,SSP3,NA
2085,LSO,SSP3,NA
2090,LSO,SSP3,NA
2095,LSO,SSP3,NA
2010,LTU,SSP3,0.765795268
2015,LTU,SSP3,0.77918091
2020,LTU,SSP3,0.793289002
2025,LTU,SSP3,0.804070892
2030,LTU,SSP3,0.810725484
2035,LTU,SSP3,0.81465115
2040,LTU,SSP3,0.81730034
2045,LTU,SSP3,0.81932542
2050,LTU,SSP3,0.820695056
2055,LTU,SSP3,0.821384639
2060,LTU,SSP3,0.822579951
2065,LTU,SSP3,0.8239643
2070,LTU,SSP3,0.825751432
2075,LTU,SSP3,0.82621833
2080,LTU,SSP3,NA
2085,LTU,SSP3,NA
2090,LTU,SSP3,NA
2095,LTU,SSP3,NA
2010,LUX,SSP3,0.831885879
2015,LUX,SSP3,0.840307898
2020,LUX,SSP3,0.850729832
2025,LUX,SSP3,0.857829733
2030,LUX,SSP3,0.863052382
2035,LUX,SSP3,0.867522461
2040,LUX,SSP3,0.871658743
2045,LUX,SSP3,0.875350433
2050,LUX,SSP3,0.877879841
2055,LUX,SSP3,0.879337069
2060,LUX,SSP3,0.8809329
2065,LUX,SSP3,0.882436291
2070,LUX,SSP3,0.883775841
2075,LUX,SSP3,0.883365794
2080,LUX,SSP3,NA
2085,LUX,SSP3,NA
2090,LUX,SSP3,NA
2095,LUX,SSP3,NA
2010,LVA,SSP3,0.752067021
2015,LVA,SSP3,0.762669753
2020,LVA,SSP3,0.776210635
2025,LVA,SSP3,0.787804356
2030,LVA,SSP3,0.795049423
2035,LVA,SSP3,0.799561943
2040,LVA,SSP3,0.802874674
2045,LVA,SSP3,0.805366399
2050,LVA,SSP3,0.806989712
2055,LVA,SSP3,0.807727023
2060,LVA,SSP3,0.808865153
2065,LVA,SSP3,0.810349462
2070,LVA,SSP3,0.812214687
2075,LVA,SSP3,0.812779692
2080,LVA,SSP3,NA
2085,LVA,SSP3,NA
2090,LVA,SSP3,NA
2095,LVA,SSP3,NA
2010,MAR,SSP3,0.497879061
2015,MAR,SSP3,0.508809796
2020,MAR,SSP3,0.517056538
2025,MAR,SSP3,0.524106782
2030,MAR,SSP3,0.529380579
2035,MAR,SSP3,0.534886382
2040,MAR,SSP3,0.538923306
2045,MAR,SSP3,0.542499036
2050,MAR,SSP3,0.544428931
2055,MAR,SSP3,0.545626732
2060,MAR,SSP3,0.547173675
2065,MAR,SSP3,0.548639115
2070,MAR,SSP3,0.550340405
2075,MAR,SSP3,0.550711925
2080,MAR,SSP3,NA
2085,MAR,SSP3,NA
2090,MAR,SSP3,NA
2095,MAR,SSP3,NA
2010,MDA,SSP3,0.607139376
2015,MDA,SSP3,0.634738715
2020,MDA,SSP3,0.681214787
2025,MDA,SSP3,0.718499608
2030,MDA,SSP3,0.740560678
2035,MDA,SSP3,0.753039233
2040,MDA,SSP3,0.760183389
2045,MDA,SSP3,0.764130228
2050,MDA,SSP3,0.766401211
2055,MDA,SSP3,0.767221712
2060,MDA,SSP3,0.768421824
2065,MDA,SSP3,0.769855965
2070,MDA,SSP3,0.771526141
2075,MDA,SSP3,0.77213424
2080,MDA,SSP3,NA
2085,MDA,SSP3,NA
2090,MDA,SSP3,NA
2095,MDA,SSP3,NA
2010,MDG,SSP3,0.364698396
2015,MDG,SSP3,0.369725121
2020,MDG,SSP3,0.381618214
2025,MDG,SSP3,0.391409421
2030,MDG,SSP3,0.398183535
2035,MDG,SSP3,0.402764906
2040,MDG,SSP3,0.405699111
2045,MDG,SSP3,0.407095577
2050,MDG,SSP3,0.408943836
2055,MDG,SSP3,0.409696753
2060,MDG,SSP3,0.411210744
2065,MDG,SSP3,0.412182818
2070,MDG,SSP3,0.413331913
2075,MDG,SSP3,0.413570468
2080,MDG,SSP3,NA
2085,MDG,SSP3,NA
2090,MDG,SSP3,NA
2095,MDG,SSP3,NA
2010,MDV,SSP3,0.607120764
2015,MDV,SSP3,0.628378628
2020,MDV,SSP3,0.648223214
2025,MDV,SSP3,0.662268654
2030,MDV,SSP3,0.672825662
2035,MDV,SSP3,0.681523997
2040,MDV,SSP3,0.689049427
2045,MDV,SSP3,0.695951664
2050,MDV,SSP3,0.70163988
2055,MDV,SSP3,0.705720861
2060,MDV,SSP3,0.709141946
2065,MDV,SSP3,0.712189167
2070,MDV,SSP3,0.714841841
2075,MDV,SSP3,0.715464566
2080,MDV,SSP3,NA
2085,MDV,SSP3,NA
2090,MDV,SSP3,NA
2095,MDV,SSP3,NA
2010,MEX,SSP3,0.6925678
2015,MEX,SSP3,0.701350557
2020,MEX,SSP3,0.712228294
2025,MEX,SSP3,0.723225656
2030,MEX,SSP3,0.732320747
2035,MEX,SSP3,0.739931415
2040,MEX,SSP3,0.745743613
2045,MEX,SSP3,0.750894104
2050,MEX,SSP3,0.755346387
2055,MEX,SSP3,0.758836443
2060,MEX,SSP3,0.762037294
2065,MEX,SSP3,0.764630417
2070,MEX,SSP3,0.766661739
2075,MEX,SSP3,0.766909358
2080,MEX,SSP3,NA
2085,MEX,SSP3,NA
2090,MEX,SSP3,NA
2095,MEX,SSP3,NA
2010,MKD,SSP3,0.69873406
2015,MKD,SSP3,0.713304099
2020,MKD,SSP3,0.736700084
2025,MKD,SSP3,0.756624676
2030,MKD,SSP3,0.771511856
2035,MKD,SSP3,0.782745395
2040,MKD,SSP3,0.791753474
2045,MKD,SSP3,0.798678559
2050,MKD,SSP3,0.803657655
2055,MKD,SSP3,0.806915817
2060,MKD,SSP3,0.809932987
2065,MKD,SSP3,0.81285102
2070,MKD,SSP3,0.815731741
2075,MKD,SSP3,0.816710506
2080,MKD,SSP3,NA
2085,MKD,SSP3,NA
2090,MKD,SSP3,NA
2095,MKD,SSP3,NA
2010,MLI,SSP3,0.220664658
2015,MLI,SSP3,0.2179704
2020,MLI,SSP3,0.221847826
2025,MLI,SSP3,0.226601817
2030,MLI,SSP3,0.231300179
2035,MLI,SSP3,0.235330332
2040,MLI,SSP3,0.237812675
2045,MLI,SSP3,0.240801367
2050,MLI,SSP3,0.242464318
2055,MLI,SSP3,0.243941261
2060,MLI,SSP3,0.245502151
2065,MLI,SSP3,0.247346107
2070,MLI,SSP3,0.248692564
2075,MLI,SSP3,0.249873828
2080,MLI,SSP3,NA
2085,MLI,SSP3,NA
2090,MLI,SSP3,NA
2095,MLI,SSP3,NA
2010,MLT,SSP3,0.778387898
2015,MLT,SSP3,0.788747396
2020,MLT,SSP3,0.800115339
2025,MLT,SSP3,0.811006062
2030,MLT,SSP3,0.820975917
2035,MLT,SSP3,0.829938132
2040,MLT,SSP3,0.838442635
2045,MLT,SSP3,0.845870387
2050,MLT,SSP3,0.851821281
2055,MLT,SSP3,0.856112516
2060,MLT,SSP3,0.860006382
2065,MLT,SSP3,0.86347133
2070,MLT,SSP3,0.866645746
2075,MLT,SSP3,0.867826178
2080,MLT,SSP3,NA
2085,MLT,SSP3,NA
2090,MLT,SSP3,NA
2095,MLT,SSP3,NA
2010,MNG,SSP3,0.596398837
2015,MNG,SSP3,0.604347629
2020,MNG,SSP3,0.616673834
2025,MNG,SSP3,0.625384861
2030,MNG,SSP3,0.63030409
2035,MNG,SSP3,0.635331652
2040,MNG,SSP3,0.638444459
2045,MNG,SSP3,0.641458465
2050,MNG,SSP3,0.643634921
2055,MNG,SSP3,0.645084999
2060,MNG,SSP3,0.646639168
2065,MNG,SSP3,0.648083071
2070,MNG,SSP3,0.649875394
2075,MNG,SSP3,0.650085851
2080,MNG,SSP3,NA
2085,MNG,SSP3,NA
2090,MNG,SSP3,NA
2095,MNG,SSP3,NA
2010,MOZ,SSP3,0.261521366
2015,MOZ,SSP3,0.273469072
2020,MOZ,SSP3,0.28809866
2025,MOZ,SSP3,0.297932294
2030,MOZ,SSP3,0.306054724
2035,MOZ,SSP3,0.312031304
2040,MOZ,SSP3,0.31584283
2045,MOZ,SSP3,0.320859812
2050,MOZ,SSP3,0.324158153
2055,MOZ,SSP3,0.326995583
2060,MOZ,SSP3,0.331340462
2065,MOZ,SSP3,0.332781268
2070,MOZ,SSP3,0.336464756
2075,MOZ,SSP3,0.339024597
2080,MOZ,SSP3,NA
2085,MOZ,SSP3,NA
2090,MOZ,SSP3,NA
2095,MOZ,SSP3,NA
2010,MUS,SSP3,0.622734966
2015,MUS,SSP3,0.62972299
2020,MUS,SSP3,0.635824461
2025,MUS,SSP3,0.639396248
2030,MUS,SSP3,0.642649612
2035,MUS,SSP3,0.646264789
2040,MUS,SSP3,0.650571678
2045,MUS,SSP3,0.654809607
2050,MUS,SSP3,0.658446945
2055,MUS,SSP3,0.661005831
2060,MUS,SSP3,0.663471992
2065,MUS,SSP3,0.665736601
2070,MUS,SSP3,0.667998452
2075,MUS,SSP3,0.66899911
2080,MUS,SSP3,NA
2085,MUS,SSP3,NA
2090,MUS,SSP3,NA
2095,MUS,SSP3,NA
2010,MWI,SSP3,0.35388173
2015,MWI,SSP3,0.360814751
2020,MWI,SSP3,0.376968728
2025,MWI,SSP3,0.390528461
2030,MWI,SSP3,0.401064428
2035,MWI,SSP3,0.410684753
2040,MWI,SSP3,0.416871069
2045,MWI,SSP3,0.423729231
2050,MWI,SSP3,0.428640326
2055,MWI,SSP3,0.433055572
2060,MWI,SSP3,0.438462124
2065,MWI,SSP3,0.442685968
2070,MWI,SSP3,0.446313564
2075,MWI,SSP3,0.449359073
2080,MWI,SSP3,NA
2085,MWI,SSP3,NA
2090,MWI,SSP3,NA
2095,MWI,SSP3,NA
2010,MYS,SSP3,0.723485742
2015,MYS,SSP3,0.731664216
2020,MYS,SSP3,0.740983997
2025,MYS,SSP3,0.749153235
2030,MYS,SSP3,0.756752154
2035,MYS,SSP3,0.763737903
2040,MYS,SSP3,0.769932057
2045,MYS,SSP3,0.774776646
2050,MYS,SSP3,0.778029496
2055,MYS,SSP3,0.779722591
2060,MYS,SSP3,0.781311788
2065,MYS,SSP3,0.782823746
2070,MYS,SSP3,0.784353716
2075,MYS,SSP3,0.784280817
2080,MYS,SSP3,NA
2085,MYS,SSP3,NA
2090,MYS,SSP3,NA
2095,MYS,SSP3,NA
2010,NAM,SSP3,0.564250478
2015,NAM,SSP3,0.554581503
2020,NAM,SSP3,0.559769141
2025,NAM,SSP3,0.566903972
2030,NAM,SSP3,0.572296701
2035,NAM,SSP3,0.576695011
2040,NAM,SSP3,0.58034283
2045,NAM,SSP3,0.583835531
2050,NAM,SSP3,0.587207272
2055,NAM,SSP3,0.589971036
2060,NAM,SSP3,0.592703887
2065,NAM,SSP3,0.594058431
2070,NAM,SSP3,0.596831908
2075,NAM,SSP3,0.597914765
2080,NAM,SSP3,NA
2085,NAM,SSP3,NA
2090,NAM,SSP3,NA
2095,NAM,SSP3,NA
2010,NER,SSP3,0.22128281
2015,NER,SSP3,0.226761701
2020,NER,SSP3,0.233349071
2025,NER,SSP3,0.24105722
2030,NER,SSP3,0.249535744
2035,NER,SSP3,0.256620259
2040,NER,SSP3,0.262144142
2045,NER,SSP3,0.265756578
