countrycode,year,gii,scenario
SLV,2025,0.20155329,SSP1
SLV,2025,0.28281626,SSP2
SLV,2025,0.381423874,SSP3
SLV,2025,0.347410775,SSP4
SLV,2025,0.201269867,SSP5
SLV,2030,0.138693074,SSP1
SLV,2030,0.252772998,SSP2
SLV,2030,0.380655953,SSP3
SLV,2030,0.314350966,SSP4
SLV,2030,0.156819037,SSP5
SLV,2035,0.093109095,SSP1
SLV,2035,0.20018314,SSP2
SLV,2035,0.34565701,SSP3
SLV,2035,0.282841085,SSP4
SLV,2035,0.105907265,SSP5
SLV,2040,0.070389116,SSP1
SLV,2040,0.176518352,SSP2
SLV,2040,0.344525157,SSP3
SLV,2040,0.253163143,SSP4
SLV,2040,0.070016913,SSP5
SLV,2045,0.045978218,SSP1
SLV,2045,0.13682042,SSP2
SLV,2045,0.343473719,SSP3
SLV,2045,0.225549505,SSP4
SLV,2045,0.045625078,SSP5
SLV,2050,0.029774202,SSP1
SLV,2050,0.119427188,SSP2
SLV,2050,0.342583273,SSP3
SLV,2050,0.200140653,SSP4
SLV,2050,0.033974009,SSP5
SLV,2055,0.019192263,SSP1
SLV,2055,0.091053692,SSP2
SLV,2055,0.34180976,SSP3
SLV,2055,0.176973154,SSP4
SLV,2055,0.021886828,SSP5
SLV,2060,0.012342483,SSP1
SLV,2060,0.068921114,SSP2
SLV,2060,0.341133553,SSP3
SLV,2060,0.156020982,SSP4
SLV,2060,0.014063603,SSP5
SLV,2065,0.009171644,SSP1
SLV,2065,0.051912652,SSP2
SLV,2065,0.340504141,SSP3
SLV,2065,0.137189281,SSP4
SLV,2065,0.010440842,SSP5
SLV,2070,0.00589103,SSP1
SLV,2070,0.038958469,SSP2
SLV,2070,0.307685634,SSP3
SLV,2070,0.136711238,SSP4
SLV,2070,0.006697299,SSP5
SLV,2075,0.00378166,SSP1
SLV,2075,0.029157179,SSP2
SLV,2075,0.30695381,SSP3
SLV,2075,0.119833223,SSP4
SLV,2075,0.004288547,SSP5
SLV,2080,0.002808937,SSP1
SLV,2080,0.02178066,SSP2
SLV,2080,0.306213487,SSP3
SLV,2080,0.104772218,SSP4
SLV,2080,0.002742004,SSP5
SLV,2085,0.001801055,SSP1
SLV,2085,0.016248442,SSP2
SLV,2085,0.305516962,SSP3
SLV,2085,0.091413379,SSP4
SLV,2085,0.00202774,SSP5
SLV,2090,0.001335837,SSP1
SLV,2090,0.012109976,SSP2
SLV,2090,0.304856,SSP3
SLV,2090,0.079613083,SSP4
SLV,2090,0.001294443,SSP5
SLV,2095,0.000855047,SSP1
SLV,2095,0.009016579,SSP2
SLV,2095,0.30420698,SSP3
SLV,2095,0.069221505,SSP4
SLV,2095,0.000956563,SSP5
SLV,2100,0.000633477,SSP1
SLV,2100,0.006706549,SSP2
SLV,2100,0.303546865,SSP3
SLV,2100,0.060101262,SSP4
SLV,2100,0.000706875,SSP5
SRB,2020,0.067109159,SSP1
SRB,2020,0.10053198,SSP2
SRB,2020,0.114660347,SSP3
SRB,2020,0.100618115,SSP4
SRB,2020,0.067079654,SSP5
SRB,2025,0.050054442,SSP1
SRB,2025,0.08668115,SSP2
SRB,2025,0.113062176,SSP3
SRB,2025,0.086867926,SSP4
SRB,2025,0.049991647,SSP5
SRB,2030,0.032385756,SSP1
SRB,2030,0.074887546,SSP2
SRB,2030,0.111949995,SSP3
SRB,2030,0.086039018,SSP4
SRB,2030,0.032301545,SSP5
SRB,2035,0.024124193,SSP1
SRB,2035,0.064802145,SSP2
SRB,2035,0.111196543,SSP3
SRB,2035,0.074703788,SSP4
SRB,2035,0.024022242,SSP5
SRB,2040,0.015564882,SSP1
SRB,2040,0.056117194,SSP2
SRB,2040,0.110667946,SSP3
SRB,2040,0.064895941,SSP4
SRB,2040,0.01547249,SSP5
SRB,2045,0.011595803,SSP1
SRB,2045,0.055855143,SSP2
SRB,2045,0.110272055,SSP3
SRB,2045,0.056365762,SSP4
SRB,2045,0.011504676,SSP5
SRB,2050,0.007466328,SSP1
SRB,2050,0.04840739,SSP2
SRB,2050,0.109948428,SSP3
SRB,2050,0.056233489,SSP4
SRB,2050,0.0073905,SSP5
SRB,2055,0.005554902,SSP1
SRB,2055,0.036401832,SSP2
SRB,2055,0.109647734,SSP3
SRB,2055,0.048825253,SSP4
SRB,2055,0.005484745,SSP5
SRB,2060,0.003567533,SSP1
SRB,2060,0.03146409,SSP2
SRB,2060,0.109351497,SSP3
SRB,2060,0.042345614,SSP4
SRB,2060,0.003513536,SSP5
SRB,2065,0.002649443,SSP1
SRB,2065,0.027169557,SSP2
SRB,2065,0.109037383,SSP3
SRB,2065,0.036681043,SSP4
SRB,2065,0.002248309,SSP5
SRB,2070,0.001698585,SSP1
SRB,2070,0.023444374,SSP2
SRB,2070,0.108711675,SSP3
SRB,2070,0.031743207,SSP4
SRB,2070,0.001664783,SSP5
SRB,2075,0.001260352,SSP1
SRB,2075,0.02021951,SSP2
SRB,2075,0.10837828,SSP3
SRB,2075,0.023788577,SSP4
SRB,2075,0.00123252,SSP5
SRB,2080,0.00093501,SSP1
SRB,2080,0.015087267,SSP2
SRB,2080,0.108039484,SSP3
SRB,2080,0.020542773,SSP4
SRB,2080,0.000912445,SSP5
SRB,2085,0.000693572,SSP1
SRB,2085,0.012998182,SSP2
SRB,2085,0.107694554,SSP3
SRB,2085,0.017729102,SSP4
SRB,2085,0.000675495,SSP5
SRB,2090,0.000514392,SSP1
SRB,2090,0.011195602,SSP2
SRB,2090,0.107343128,SSP3
SRB,2090,0.015292779,SSP4
SRB,2090,0.000500041,SSP5
SRB,2095,0.000381497,SSP1
SRB,2095,0.008335479,SSP2
SRB,2095,0.106986541,SSP3
SRB,2095,0.013185412,SSP4
SRB,2095,0.000370184,SSP5
SRB,2100,0.000282948,SSP1
SRB,2100,0.00717502,SSP2
SRB,2100,0.106629032,SSP3
SRB,2100,0.009827974,SSP4
SRB,2100,0.000274089,SSP5
STP,2020,0.534952516,SSP1
STP,2020,0.536046681,SSP2
STP,2020,0.536655987,SSP3
STP,2020,0.536694424,SSP4
STP,2020,0.534766192,SSP5
STP,2025,0.533027277,SSP1
STP,2025,0.534916026,SSP2
STP,2025,0.536060827,SSP3
STP,2025,0.536117447,SSP4
STP,2025,0.532574648,SSP5
STP,2030,0.494608096,SSP1
STP,2030,0.534017832,SSP2
STP,2030,0.535794832,SSP3
STP,2030,0.53581639,SSP4
STP,2030,0.493783104,SSP5
STP,2035,0.45607846,SSP1
STP,2035,0.532988829,SSP2
STP,2035,0.53557238,SSP3
STP,2035,0.535433268,SSP4
STP,2035,0.454758768,SSP5
STP,2040,0.417745167,SSP1
STP,2040,0.531684892,SSP2
STP,2040,0.535267132,SSP3
STP,2040,0.534796403,SSP4
STP,2040,0.415822324,SSP5
STP,2045,0.380157589,SSP1
STP,2045,0.530169411,SSP2
STP,2045,0.534913456,SSP3
STP,2045,0.533962814,SSP4
STP,2045,0.377591108,SSP5
STP,2050,0.311457464,SSP1
STP,2050,0.491771172,SSP2
STP,2050,0.534508215,SSP3
STP,2050,0.532943499,SSP4
STP,2050,0.340590174,SSP5
STP,2055,0.278528531,SSP1
STP,2055,0.489791025,SSP2
STP,2055,0.533971885,SSP3
STP,2055,0.531680108,SSP4
STP,2055,0.275045742,SSP5
STP,2060,0.221422631,SSP1
STP,2060,0.48766013,SSP2
STP,2060,0.533325164,SSP3
STP,2060,0.530239227,SSP4
STP,2060,0.21791473,SSP5
STP,2065,0.173245995,SSP1
STP,2065,0.448952838,SSP2
STP,2065,0.532639195,SSP3
STP,2065,0.528759077,SSP4
STP,2065,0.169967858,SSP5
STP,2070,0.133796094,SSP1
STP,2070,0.44673083,SSP2
STP,2070,0.531937654,SSP3
STP,2070,0.490604575,SSP4
STP,2070,0.130898241,SSP5
STP,2075,0.102260247,SSP1
STP,2075,0.40854723,SSP2
STP,2075,0.531223303,SSP3
STP,2075,0.489114337,SSP4
STP,2075,0.099801865,SSP5
STP,2080,0.077520617,SSP1
STP,2080,0.406237751,SSP2
STP,2080,0.530497366,SSP3
STP,2080,0.487623887,SSP4
STP,2080,0.075472815,SSP5
STP,2085,0.050837764,SSP1
STP,2085,0.369107971,SSP2
STP,2085,0.529771075,SSP3
STP,2085,0.486139824,SSP4
STP,2085,0.056724529,SSP5
STP,2090,0.038006559,SSP1
STP,2090,0.333470073,SSP2
STP,2090,0.529045547,SSP3
STP,2090,0.484667194,SSP4
STP,2090,0.036822853,SSP5
STP,2095,0.028324608,SSP1
STP,2095,0.299686233,SSP2
STP,2095,0.528329649,SSP3
STP,2095,0.446722083,SSP4
STP,2095,0.027377499,SSP5
STP,2100,0.021077554,SSP1
STP,2100,0.268008865,SSP2
STP,2100,0.527596149,SSP3
STP,2100,0.445308311,SSP4
STP,2100,0.020308822,SSP5
SUR,2020,0.381239541,SSP1
SUR,2020,0.452896857,SSP2
SUR,2020,0.453223032,SSP3
SUR,2020,0.453210143,SSP4
SUR,2020,0.381100385,SSP5
SUR,2025,0.312261962,SSP1
SUR,2025,0.414346623,SSP2
SUR,2025,0.451013535,SSP3
SUR,2025,0.451117403,SSP4
SUR,2025,0.311932966,SSP5
SUR,2030,0.251231185,SSP1
SUR,2030,0.41247528,SSP2
SUR,2030,0.44945572,SSP3
SUR,2030,0.413762768,SSP4
SUR,2030,0.250693608,SSP5
SUR,2035,0.19882775,SSP1
SUR,2035,0.375900819,SSP2
SUR,2035,0.448175943,SSP3
SUR,2035,0.412792546,SSP4
SUR,2035,0.198118653,SSP5
SUR,2040,0.155175392,SSP1
SUR,2040,0.374585446,SSP2
SUR,2040,0.44708484,SSP3
SUR,2040,0.412001519,SSP4
SUR,2040,0.154362306,SSP5
SUR,2045,0.119747902,SSP1
SUR,2045,0.339685626,SSP2
SUR,2045,0.446089929,SSP3
SUR,2045,0.376215187,SSP4
SUR,2045,0.118883884,SSP5
SUR,2050,0.091591137,SSP1
SUR,2050,0.306439361,SSP2
SUR,2050,0.445309087,SSP3
SUR,2050,0.37559016,SSP4
SUR,2050,0.090724256,SSP5
SUR,2055,0.060636378,SSP1
SUR,2055,0.305319615,SSP2
SUR,2055,0.444669782,SSP3
SUR,2055,0.341336125,SSP4
SUR,2055,0.059909363,SSP5
SUR,2060,0.045683309,SSP1
SUR,2060,0.274079727,SSP2
SUR,2060,0.444083335,SSP3
SUR,2060,0.340881957,SSP4
SUR,2060,0.045024138,SSP5
SUR,2065,0.034288489,SSP1
SUR,2065,0.244942405,SSP2
SUR,2065,0.443527987,SSP3
SUR,2065,0.308323864,SSP4
SUR,2065,0.033711603,SSP5
SUR,2070,0.02223674,SSP1
SUR,2070,0.217994053,SSP2
SUR,2070,0.442992341,SSP3
SUR,2070,0.277598392,SSP4
SUR,2070,0.021809537,SSP5
SUR,2075,0.016593,SSP1
SUR,2075,0.193275094,SSP2
SUR,2075,0.406611383,SSP3
SUR,2075,0.277273269,SSP4
SUR,2075,0.016237492,SSP5
SUR,2080,0.012364948,SSP1
SUR,2080,0.17076823,SSP2
SUR,2080,0.406097937,SSP3
SUR,2080,0.248518001,SSP4
SUR,2080,0.012073957,SSP5
SUR,2085,0.007958582,SSP1
SUR,2085,0.15041223,SSP2
SUR,2085,0.40560158,SSP3
SUR,2085,0.221825091,SSP4
SUR,2085,0.008970339,SSP5
SUR,2090,0.00591852,SSP1
SUR,2090,0.132108979,SSP2
SUR,2090,0.40511115,SSP3
SUR,2090,0.221525431,SSP4
SUR,2090,0.005756001,SSP5
SUR,2095,0.004399627,SSP1
SUR,2095,0.115743381,SSP2
SUR,2095,0.404618949,SSP3
SUR,2095,0.196962639,SSP4
SUR,2095,0.00427093,SSP5
SUR,2100,0.003269458,SSP1
SUR,2100,0.08859247,SSP2
SUR,2100,0.40411398,SSP3
SUR,2100,0.174501263,SSP4
SUR,2100,0.003168273,SSP5
SVK,2020,0.069824364,SSP1
SVK,2020,0.104392671,SSP2
SVK,2020,0.118909471,SSP3
SVK,2020,0.118914019,SSP4
SVK,2020,0.069805207,SSP5
SVK,2025,0.052920546,SSP1
SVK,2025,0.091336378,SSP2
SVK,2025,0.118814395,SSP3
SVK,2025,0.118795566,SSP4
SVK,2025,0.060711281,SSP5
SVK,2030,0.045928514,SSP1
SVK,2030,0.091204933,SSP2
SVK,2030,0.104210945,SSP3
SVK,2030,0.118671103,SSP4
SVK,2030,0.045811022,SSP5
SVK,2035,0.034537748,SSP1
SVK,2035,0.079559264,SSP2
SVK,2035,0.104074453,SSP3
SVK,2035,0.118464926,SSP4
SVK,2035,0.034386416,SSP5
SVK,2040,0.022422485,SSP1
SVK,2040,0.069231349,SSP2
SVK,2040,0.103860196,SSP3
SVK,2040,0.118165511,SSP4
SVK,2040,0.025713579,SSP5
SVK,2045,0.016743343,SSP1
SVK,2045,0.060133174,SSP2
SVK,2045,0.103598018,SSP3
SVK,2045,0.117807431,SSP4
SVK,2045,0.016602402,SSP5
SVK,2050,0.010798797,SSP1
SVK,2050,0.052163082,SSP2
SVK,2050,0.090491579,SSP3
SVK,2050,0.117429849,SSP4
SVK,2050,0.012350623,SSP5
SVK,2055,0.008039401,SSP1
SVK,2055,0.045198801,SSP2
SVK,2055,0.090248537,SSP3
SVK,2055,0.117049214,SSP4
SVK,2055,0.009175507,SSP5
SVK,2060,0.005978889,SSP1
SVK,2060,0.039119058,SSP2
SVK,2060,0.089995018,SSP3
SVK,2060,0.116652403,SSP4
SVK,2060,0.00680874,SSP5
SVK,2065,0.00444224,SSP1
SVK,2065,0.033818229,SSP2
SVK,2065,0.089719386,SSP3
SVK,2065,0.116227709,SSP4
SVK,2065,0.005047402,SSP5
SVK,2070,0.002849344,SSP1
SVK,2070,0.025322366,SSP2
SVK,2070,0.089425369,SSP3
SVK,2070,0.11578303,SSP4
SVK,2070,0.003739482,SSP5
SVK,2075,0.002114668,SSP1
SVK,2075,0.021845491,SSP2
SVK,2075,0.089127571,SSP3
SVK,2075,0.11533474,SSP4
SVK,2075,0.002392524,SSP5
SVK,2080,0.001355188,SSP1
SVK,2080,0.016308957,SSP2
SVK,2080,0.088837416,SSP3
SVK,2080,0.130689364,SSP4
SVK,2080,0.001771757,SSP5
SVK,2085,0.001005359,SSP1
SVK,2085,0.014055733,SSP2
SVK,2085,0.088557249,SSP3
SVK,2085,0.130219458,SSP4
SVK,2085,0.001311974,SSP5
SVK,2090,0.000863692,SSP1
SVK,2090,0.01047487,SSP2
SVK,2090,0.088279624,SSP3
SVK,2090,0.129766304,SSP4
SVK,2090,0.001125021,SSP5
SVK,2095,0.000640774,SSP1
SVK,2095,0.009020727,SSP2
SVK,2095,0.08799364,SSP3
SVK,2095,0.129314635,SSP4
SVK,2095,0.000833176,SSP5
SVK,2100,0.00047536,SSP1
SVK,2100,0.006712879,SSP2
SVK,2100,0.087694546,SSP3
SVK,2100,0.128853705,SSP4
SVK,2100,0.000714528,SSP5
SVN,2020,0.010697114,SSP1
SVN,2020,0.014289052,SSP2
SVN,2020,0.016503323,SSP3
SVN,2020,0.019063569,SSP4
SVN,2020,0.010694369,SSP5
SVN,2025,0.008001901,SSP1
SVN,2025,0.012373249,SSP2
SVN,2025,0.016523377,SSP3
SVN,2025,0.019081513,SSP4
SVN,2025,0.007992686,SSP5
SVN,2030,0.005968233,SSP1
SVN,2030,0.010692109,SSP2
SVN,2030,0.014298913,SSP3
SVN,2030,0.016510592,SSP4
SVN,2030,0.00595243,SSP5
SVN,2035,0.004441329,SSP1
SVN,2035,0.009222244,SSP2
SVN,2035,0.014279004,SSP3
SVN,2035,0.016478692,SSP4
SVN,2035,0.004421402,SSP5
SVN,2040,0.0028517,SSP1
SVN,2040,0.006868079,SSP2
SVN,2040,0.012324614,SSP3
SVN,2040,0.016430966,SSP4
SVN,2040,0.003280191,SSP5
SVN,2045,0.001829835,SSP1
SVN,2045,0.005913315,SSP2
SVN,2045,0.012289795,SSP3
SVN,2045,0.016374767,SSP4
SVN,2045,0.002100766,SSP5
SVN,2050,0.001359239,SSP1
SVN,2050,0.00509109,SSP2
SVN,2050,0.010598505,SSP3
SVN,2050,0.016316257,SSP4
SVN,2050,0.001556863,SSP5
SVN,2055,0.001009426,SSP1
SVN,2055,0.003786668,SSP2
SVN,2055,0.010567959,SSP3
SVN,2055,0.01625737,SSP4
SVN,2055,0.001153248,SSP5
SVN,2060,0.000647079,SSP1
SVN,2060,0.003258716,SSP2
SVN,2060,0.010536834,SSP3
SVN,2060,0.016196502,SSP4
SVN,2060,0.000853892,SSP5
SVN,2065,0.000480116,SSP1
SVN,2065,0.002421539,SSP2
SVN,2065,0.010503349,SSP3
SVN,2065,0.016131906,SSP4
SVN,2065,0.000632001,SSP5
SVN,2070,0.000307543,SSP1
SVN,2070,0.002082629,SSP2
SVN,2070,0.010467555,SSP3
SVN,2070,0.01606495,SSP4
SVN,2070,0.000403884,SSP5
SVN,2075,0.000228102,SSP1
SVN,2075,0.001546878,SSP2
SVN,2075,0.010430808,SSP3
SVN,2075,0.015997738,SSP4
SVN,2075,0.000298887,SSP5
SVN,2080,0.00016917,SSP1
SVN,2080,0.001330213,SSP2
SVN,2080,0.010394329,SSP3
SVN,2080,0.015931432,SSP4
SVN,2080,0.0002212,SSP5
SVN,2085,0.000125461,SSP1
SVN,2085,0.001143876,SSP2
SVN,2085,0.010358369,SSP3
SVN,2085,0.018329349,SSP4
SVN,2085,0.000189602,SSP5
SVN,2090,9.30E-05,SSP1
SVN,2090,0.000849438,SSP2
SVN,2090,0.010322134,SSP3
SVN,2090,0.018255786,SSP4
SVN,2090,0.000162536,SSP5
SVN,2095,7.99E-05,SSP1
SVN,2095,0.000730386,SSP2
SVN,2095,0.010284878,SSP3
SVN,2095,0.018182314,SSP4
SVN,2095,0.000120321,SSP5
SVN,2100,5.93E-05,SSP1
SVN,2100,0.000542315,SSP2
SVN,2100,0.010246586,SSP3
SVN,2100,0.018108765,SSP4
SVN,2100,0.000103167,SSP5
SWE,2020,0.003752499,SSP1
SWE,2020,0.004342323,SSP2
SWE,2020,0.00509756,SSP3
SWE,2020,0.005810228,SSP4
SWE,2020,0.004343822,SSP5
SWE,2025,0.002771009,SSP1
SWE,2025,0.003712706,SSP2
SWE,2025,0.00439768,SSP3
SWE,2025,0.005746837,SSP4
SWE,2025,0.003207172,SSP5
SWE,2030,0.002048509,SSP1
SWE,2030,0.002746194,SSP2
SWE,2030,0.003274956,SSP3
SWE,2030,0.004920882,SSP4
SWE,2030,0.002369454,SSP5
SWE,2035,0.001309957,SSP1
SWE,2035,0.00203459,SSP2
SWE,2035,0.002821837,SSP3
SWE,2035,0.004222322,SSP4
SWE,2035,0.001513752,SSP5
SWE,2040,0.000971224,SSP1
SWE,2040,0.001509465,SSP2
SWE,2040,0.002430725,SSP3
SWE,2040,0.004199551,SSP4
SWE,2040,0.001121137,SSP5
SWE,2045,0.000622492,SSP1
SWE,2045,0.001121007,SSP2
SWE,2045,0.002093474,SSP3
SWE,2045,0.003612218,SSP4
SWE,2045,0.000831294,SSP5
SWE,2050,0.000462301,SSP1
SWE,2050,0.000833016,SSP2
SWE,2050,0.00180274,SSP3
SWE,2050,0.003598152,SSP4
SWE,2050,0.000616844,SSP5
SWE,2055,0.000343416,SSP1
SWE,2055,0.00061914,SSP2
SWE,2055,0.001552088,SSP3
SWE,2055,0.003584989,SSP4
SWE,2055,0.000457842,SSP5
SWE,2060,0.000255101,SSP1
SWE,2060,0.000460166,SSP2
SWE,2060,0.001546947,SSP3
SWE,2060,0.003572097,SSP4
SWE,2060,0.000339823,SSP5
SWE,2065,0.000189477,SSP1
SWE,2065,0.000396026,SSP2
SWE,2065,0.001331424,SSP3
SWE,2065,0.00307472,SSP4
SWE,2065,0.000292049,SSP5
SWE,2070,0.000140732,SSP1
SWE,2070,0.000294325,SSP2
SWE,2070,0.001326785,SSP3
SWE,2070,0.003063678,SSP4
SWE,2070,0.000216737,SSP5
SWE,2075,0.000104538,SSP1
SWE,2075,0.000218767,SSP2
SWE,2075,0.001141883,SSP3
SWE,2075,0.003052923,SSP4
SWE,2075,0.000186305,SSP5
SWE,2080,7.77E-05,SSP1
SWE,2080,0.000188328,SSP2
SWE,2080,0.001137996,SSP3
SWE,2080,0.003042457,SSP4
SWE,2080,0.000138308,SSP5
SWE,2085,6.68E-05,SSP1
SWE,2085,0.000139993,SSP2
SWE,2085,0.001134168,SSP3
SWE,2085,0.003032225,SSP4
SWE,2085,0.000118906,SSP5
SWE,2090,4.96E-05,SSP1
SWE,2090,0.000120504,SSP2
SWE,2090,0.001130373,SSP3
SWE,2090,0.003022069,SSP4
SWE,2090,0.000102215,SSP5
SWE,2095,4.27E-05,SSP1
SWE,2095,0.00010372,SSP2
SWE,2095,0.001126563,SSP3
SWE,2095,0.003011884,SSP4
SWE,2095,8.79E-05,SSP5
SWE,2100,3.67E-05,SSP1
SWE,2100,8.93E-05,SSP2
SWE,2100,0.000969591,SSP3
SWE,2100,0.00300173,SSP4
SWE,2100,7.55E-05,SSP5
SWZ,2020,0.457389325,SSP1
SWZ,2020,0.531189187,SSP2
SWZ,2020,0.604610863,SSP3
SWZ,2020,0.604665454,SSP4
SWZ,2020,0.457207002,SSP5
SWZ,2025,0.382996327,SSP1
SWZ,2025,0.492490903,SSP2
SWZ,2025,0.604122632,SSP3
SWZ,2025,0.604147808,SSP4
SWZ,2025,0.382510569,SSP5
SWZ,2030,0.282356208,SSP1
SWZ,2030,0.45325188,SSP2
SWZ,2030,0.567608839,SSP3
SWZ,2030,0.56754469,SSP4
SWZ,2030,0.281554807,SSP5
SWZ,2035,0.199655464,SSP1
SWZ,2035,0.414317097,SSP2
SWZ,2035,0.566413275,SSP3
SWZ,2035,0.566169426,SSP4
SWZ,2035,0.198657902,SSP5
SWZ,2040,0.136737888,SSP1
SWZ,2040,0.342700227,SSP2
SWZ,2040,0.565299472,SSP3
SWZ,2040,0.528371327,SSP4
SWZ,2040,0.13571283,SSP5
SWZ,2045,0.08002357,SSP1
SWZ,2045,0.277725796,SSP2
SWZ,2045,0.564376914,SSP3
SWZ,2045,0.526975653,SSP4
SWZ,2045,0.079208361,SSP5
SWZ,2050,0.052486146,SSP1
SWZ,2050,0.247352843,SSP2
SWZ,2050,0.56365766,SSP3
SWZ,2050,0.525686477,SSP4
SWZ,2050,0.051825536,SSP5
SWZ,2055,0.034110824,SSP1
SWZ,2055,0.195297655,SSP2
SWZ,2055,0.563032697,SSP3
SWZ,2055,0.487749804,SSP4
SWZ,2055,0.033607219,SSP5
SWZ,2060,0.022040303,SSP1
SWZ,2060,0.152062981,SSP2
SWZ,2060,0.562325563,SSP3
SWZ,2060,0.486359935,SSP4
SWZ,2060,0.02167178,SSP5
SWZ,2065,0.014191036,SSP1
SWZ,2065,0.133120689,SSP2
SWZ,2065,0.561453715,SSP3
SWZ,2065,0.448275446,SSP4
SWZ,2065,0.013928945,SSP5
SWZ,2070,0.009118497,SSP1
SWZ,2070,0.102027748,SSP2
SWZ,2070,0.5240943,SSP3
SWZ,2070,0.41074255,SSP4
SWZ,2070,0.008935891,SSP5
SWZ,2075,0.005852891,SSP1
SWZ,2075,0.077591691,SSP2
SWZ,2075,0.523110615,SSP3
SWZ,2075,0.409190202,SSP4
SWZ,2075,0.006626558,SSP5
SWZ,2080,0.00434592,SSP1
SWZ,2080,0.058660846,SSP2
SWZ,2080,0.522108477,SSP3
SWZ,2080,0.372754694,SSP4
SWZ,2080,0.004242881,SSP5
SWZ,2085,0.002787937,SSP1
SWZ,2085,0.044152914,SSP2
SWZ,2085,0.521120133,SSP3
SWZ,2085,0.337759607,SSP4
SWZ,2085,0.00271256,SSP5
SWZ,2090,0.002070289,SSP1
SWZ,2090,0.02872983,SSP2
SWZ,2090,0.520125834,SSP3
SWZ,2090,0.336432528,SSP4
SWZ,2090,0.002005292,SSP5
SWZ,2095,0.001537057,SSP1
SWZ,2095,0.021474064,SSP2
SWZ,2095,0.519161405,SSP3
SWZ,2095,0.303289244,SSP4
SWZ,2095,0.001481513,SSP5
SWZ,2100,0.001140407,SSP1
SWZ,2100,0.016025985,SSP2
SWZ,2100,0.518215665,SSP3
SWZ,2100,0.272119679,SSP4
SWZ,2100,0.001094207,SSP5
SYR,2020,0.313403207,SSP1
SYR,2020,0.380904554,SSP2
SYR,2020,0.453348563,SSP3
SYR,2020,0.453447473,SSP4
SYR,2020,0.345664239,SSP5
SYR,2025,0.251529115,SSP1
SYR,2025,0.344893885,SSP2
SYR,2025,0.416241437,SSP3
SYR,2025,0.416280388,SSP4
SYR,2025,0.251158367,SSP5
SYR,2030,0.176214542,SSP1
SYR,2030,0.280232572,SSP2
SYR,2030,0.415515016,SSP3
SYR,2030,0.415406207,SSP4
SYR,2030,0.175661243,SSP5
SYR,2035,0.119969659,SSP1
SYR,2035,0.250175374,SSP2
SYR,2035,0.414904621,SSP3
SYR,2035,0.414584947,SSP4
SYR,2035,0.119339031,SSP5
SYR,2040,0.079993631,SSP1
SYR,2040,0.198049495,SSP2
SYR,2040,0.41441556,SSP3
SYR,2040,0.378699225,SSP4
SYR,2040,0.079387076,SSP5
SYR,2045,0.052582007,SSP1
SYR,2045,0.17476038,SSP2
SYR,2045,0.414078931,SSP3
SYR,2045,0.378019678,SSP4
SYR,2045,0.052060475,SSP5
SYR,2050,0.034231009,SSP1
SYR,2050,0.135586196,SSP2
SYR,2050,0.413915622,SSP3
SYR,2050,0.377454377,SSP4
SYR,2050,0.033815349,SSP5
SYR,2055,0.022146217,SSP1
SYR,2055,0.104105903,SSP2
SYR,2055,0.413816434,SSP3
SYR,2055,0.343109606,SSP4
SYR,2055,0.021831812,SSP5
SYR,2060,0.014252069,SSP1
SYR,2060,0.079264032,SSP2
SYR,2060,0.378549886,SSP3
SYR,2060,0.342493282,SSP4
SYR,2060,0.014022798,SSP5
SYR,2065,0.009143001,SSP1
SYR,2065,0.059947024,SSP2
SYR,2065,0.378243401,SSP3
SYR,2065,0.341728471,SSP4
SYR,2065,0.008980484,SSP5
SYR,2070,0.00677694,SSP1
SYR,2070,0.04510383,SSP2
SYR,2070,0.377808672,SSP3
SYR,2070,0.308675672,SSP4
SYR,2070,0.006646545,SSP5
SYR,2075,0.004342629,SSP1
SYR,2075,0.033802573,SSP2
SYR,2075,0.377288146,SSP3
SYR,2075,0.307783076,SSP4
SYR,2075,0.004252067,SSP5
SYR,2080,0.002783477,SSP1
SYR,2080,0.02522927,SSP2
SYR,2080,0.376723663,SSP3
SYR,2080,0.306878086,SSP4
SYR,2080,0.003146844,SSP5
SYR,2085,0.00206631,SSP1
SYR,2085,0.018782129,SSP2
SYR,2085,0.376175323,SSP3
SYR,2085,0.275750228,SSP4
SYR,2085,0.002010289,SSP5
SYR,2090,0.001534104,SSP1
SYR,2090,0.01396667,SSP2
SYR,2090,0.375651136,SSP3
SYR,2090,0.274966184,SSP4
SYR,2090,0.0014856,SSP5
SYR,2095,0.000983242,SSP1
SYR,2095,0.010385683,SSP2
SYR,2095,0.375138533,SSP3
SYR,2095,0.27420021,SSP4
SYR,2095,0.000947837,SSP5
SYR,2100,0.000729161,SSP1
SYR,2100,0.007724437,SSP2
SYR,2100,0.374607353,SSP3
SYR,2100,0.245252366,SSP4
SYR,2100,0.000700163,SSP5
TCD,2020,0.727169,SSP1
TCD,2020,0.721408153,SSP2
TCD,2020,0.73205681,SSP3
TCD,2020,0.728557041,SSP4
TCD,2020,0.727005179,SSP5
TCD,2025,0.693381957,SSP1
TCD,2025,0.718790378,SSP2
TCD,2025,0.734769159,SSP3
TCD,2025,0.72921578,SSP4
TCD,2025,0.692866774,SSP5
TCD,2030,0.654977507,SSP1
TCD,2030,0.714583041,SSP2
TCD,2030,0.736760087,SSP3
TCD,2030,0.729956098,SSP4
TCD,2030,0.653886358,SSP5
TCD,2035,0.612519865,SSP1
