countrycode,country,scenario,year,governance,gov.eff,corr.cont
IRN,NA,SSP3,2066,0.41913284,0.509529477,0.394770884
IRN,NA,SSP4,2066,0.506440984,0.599571956,0.48312848
IRN,NA,SSP5,2066,0.599494501,0.742883375,0.572204623
IRQ,NA,SSP1,2066,0.604396335,0.725369426,0.573163688
IRQ,NA,SSP2,2066,0.497914569,0.593669161,0.465938049
IRQ,NA,SSP3,2066,0.271202906,0.298648856,0.184571695
IRQ,NA,SSP4,2066,0.388337064,0.410688045,0.341049424
IRQ,NA,SSP5,2066,0.568926089,0.699275391,0.541978761
ISL,NA,SSP1,2066,0.999054322,1,1
ISL,NA,SSP2,2066,0.990765004,1,1
ISL,NA,SSP3,2066,1,1,1
ISL,NA,SSP4,2066,0.999043062,1,1
ISL,NA,SSP5,2066,0.998243094,1,1
ISR,NA,SSP1,2066,0.746282223,0.854521149,0.66371686
ISR,NA,SSP2,2066,0.709914602,0.793696799,0.635464321
ISR,NA,SSP3,2066,0.740157547,0.842362044,0.685336797
ISR,NA,SSP4,2066,0.720021959,0.782792601,0.647709355
ISR,NA,SSP5,2066,0.742826276,0.853940633,0.665338946
ITA,NA,SSP1,2066,0.796306624,0.859409693,0.663213841
ITA,NA,SSP2,2066,0.777478564,0.79729353,0.62985657
ITA,NA,SSP3,2066,0.749640345,0.709765961,0.582543189
ITA,NA,SSP4,2066,0.775137796,0.757697253,0.623600633
ITA,NA,SSP5,2066,0.797302347,0.852062484,0.658219039
JAM,NA,SSP1,2066,0.723007057,0.815416208,0.62665204
JAM,NA,SSP2,2066,0.659820492,0.712261591,0.541457141
JAM,NA,SSP3,2066,0.613630036,0.627761783,0.448705981
JAM,NA,SSP4,2066,0.656852777,0.699342635,0.540902962
JAM,NA,SSP5,2066,0.71543012,0.810847749,0.611498866
JOR,NA,SSP1,2066,0.735415717,0.856446898,0.653542675
JOR,NA,SSP2,2066,0.695952042,0.791040837,0.625251821
JOR,NA,SSP3,2066,0.624356167,0.656724606,0.564462077
JOR,NA,SSP4,2066,0.66505512,0.722233056,0.590791826
JOR,NA,SSP5,2066,0.736256147,0.864663997,0.661339177
JPN,NA,SSP1,2066,0.887338999,0.98922417,0.855006311
JPN,NA,SSP2,2066,0.883953916,0.981893176,0.851857937
JPN,NA,SSP3,2066,0.871915669,0.939843357,0.83758979
JPN,NA,SSP4,2066,0.872139225,0.922714207,0.83317383
JPN,NA,SSP5,2066,0.894402559,0.994799,0.859890597
KAZ,NA,SSP1,2066,0.665320579,0.779581118,0.592072926
KAZ,NA,SSP2,2066,0.584389027,0.668151115,0.481657094
KAZ,NA,SSP3,2066,0.495530279,0.542388201,0.310424996
KAZ,NA,SSP4,2066,0.573700947,0.646066414,0.471215316
KAZ,NA,SSP5,2066,0.642910129,0.762106328,0.558548678
KEN,NA,SSP1,2066,0.642247174,0.709140834,0.532106178
KEN,NA,SSP2,2066,0.576720754,0.610535364,0.443055863
KEN,NA,SSP3,2066,0.455164819,0.476634351,0.269448536
KEN,NA,SSP4,2066,0.522263719,0.530598511,0.38741482
KEN,NA,SSP5,2066,0.642820692,0.726684078,0.522141778
KGZ,NA,SSP1,2066,0.668615904,0.766902516,0.58093778
KGZ,NA,SSP2,2066,0.586514191,0.648888364,0.466592019
KGZ,NA,SSP3,2066,0.504706404,0.560718923,0.309493142
KGZ,NA,SSP4,2066,0.575499527,0.631065159,0.45672666
KGZ,NA,SSP5,2066,0.650221615,0.76039729,0.55146164
KHM,NA,SSP1,2066,0.625180593,0.661770276,0.515236548
KHM,NA,SSP2,2066,0.565332714,0.577512135,0.434936555
KHM,NA,SSP3,2066,0.4812863,0.487111214,0.298198306
KHM,NA,SSP4,2066,0.529395458,0.524450088,0.398709289
KHM,NA,SSP5,2066,0.615509877,0.661639586,0.496727374
KOR,NA,SSP1,2066,0.816751313,0.956029069,0.69235586
KOR,NA,SSP2,2066,0.813734912,0.950491078,0.690369999
KOR,NA,SSP3,2066,0.81547065,0.932839511,0.691323008
KOR,NA,SSP4,2066,0.805605622,0.899682517,0.676953482
KOR,NA,SSP5,2066,0.82692588,0.96465433,0.70004138
KWT,NA,SSP1,2066,0.724081651,0.793072503,0.662489153
KWT,NA,SSP2,2066,0.651764028,0.666810783,0.599004865
KWT,NA,SSP3,2066,0.579766413,0.538446428,0.528358636
KWT,NA,SSP4,2066,0.636923339,0.639148222,0.584797878
KWT,NA,SSP5,2066,0.70779587,0.774790107,0.654697925
LAO,NA,SSP1,2066,0.615646485,0.677970412,0.528096316
LAO,NA,SSP2,2066,0.531558718,0.555090684,0.434412318
LAO,NA,SSP3,2066,0.396054499,0.420432301,0.262065682
LAO,NA,SSP4,2066,0.467398967,0.473321166,0.365022782
LAO,NA,SSP5,2066,0.607361546,0.683902499,0.516368496
LBN,NA,SSP1,2066,0.675314975,0.808695353,0.605428726
LBN,NA,SSP2,2066,0.60353219,0.724461992,0.517356832
LBN,NA,SSP3,2066,0.519545661,0.591121729,0.37456253
LBN,NA,SSP4,2066,0.601809723,0.698886514,0.517398578
LBN,NA,SSP5,2066,0.655763267,0.799297477,0.580328893
LBR,NA,SSP1,2066,0.593699688,0.595479947,0.504785054
LBR,NA,SSP2,2066,0.518675758,0.482692263,0.434501735
LBR,NA,SSP3,2066,0.392200606,0.335378543,0.305080633
LBR,NA,SSP4,2066,0.456528125,0.399874768,0.372867785
LBR,NA,SSP5,2066,0.59395619,0.605390972,0.507697105
LBY,NA,SSP1,2066,0.552825275,0.626067161,0.5331698
LBY,NA,SSP2,2066,0.419188444,0.451985979,0.385032905
LBY,NA,SSP3,2066,0.243207818,0.236602967,0.131499406
LBY,NA,SSP4,2066,0.392563186,0.403266023,0.358754589
LBY,NA,SSP5,2066,0.503752147,0.580935712,0.483143799
LCA,NA,SSP1,2066,0.777680552,0.828758157,0.704009549
LCA,NA,SSP2,2066,0.748030416,0.735755334,0.668172216
LCA,NA,SSP3,2066,0.742167251,0.658308212,0.663330625
LCA,NA,SSP4,2066,0.747574496,0.709643996,0.671677526
LCA,NA,SSP5,2066,0.78864651,0.832571796,0.713654502
LKA,NA,SSP1,2066,0.655578409,0.731578038,0.568867495
LKA,NA,SSP2,2066,0.581284951,0.619564631,0.488304325
LKA,NA,SSP3,2066,0.488085961,0.502387529,0.373505475
LKA,NA,SSP4,2066,0.550146131,0.564974067,0.458249504
LKA,NA,SSP5,2066,0.650144539,0.738115773,0.562258153
LSO,NA,SSP1,2066,0.654821466,0.683921595,0.572203694
LSO,NA,SSP2,2066,0.567786741,0.547976199,0.489052534
LSO,NA,SSP3,2066,0.542291559,0.488924579,0.481196633
LSO,NA,SSP4,2066,0.590865538,0.540833061,0.524302842
LSO,NA,SSP5,2066,0.657002452,0.694160705,0.578007332
LTU,NA,SSP1,2066,0.792316136,0.896865839,0.671965128
LTU,NA,SSP2,2066,0.774640601,0.832898937,0.634021955
LTU,NA,SSP3,2066,0.769194955,0.751199393,0.591495117
LTU,NA,SSP4,2066,0.771116473,0.821276947,0.631754871
LTU,NA,SSP5,2066,0.803012592,0.903588725,0.673333342
LUX,NA,SSP1,2066,1,1,1
LUX,NA,SSP2,2066,1,1,1
LUX,NA,SSP3,2066,0.991774275,0.989205282,0.978000291
LUX,NA,SSP4,2066,0.993741108,0.982801251,0.977272808
LUX,NA,SSP5,2066,1,1,1
LVA,NA,SSP1,2066,0.776788523,0.875317833,0.653917902
LVA,NA,SSP2,2066,0.753832541,0.808901653,0.609094739
LVA,NA,SSP3,2066,0.740542039,0.732019674,0.556428182
LVA,NA,SSP4,2066,0.748628996,0.794662903,0.60512789
LVA,NA,SSP5,2066,0.785019516,0.881326391,0.652153885
MAR,NA,SSP1,2066,0.671792735,0.746486892,0.564333645
MAR,NA,SSP2,2066,0.623496611,0.673264667,0.519248115
MAR,NA,SSP3,2066,0.506298525,0.518478741,0.399650625
MAR,NA,SSP4,2066,0.540513628,0.549181709,0.430214131
MAR,NA,SSP5,2066,0.676185327,0.761243786,0.570263507
MDA,NA,SSP1,2066,0.70452809,0.763671672,0.597234427
MDA,NA,SSP2,2066,0.648464345,0.659558064,0.514264777
MDA,NA,SSP3,2066,0.602015615,0.585824018,0.412795646
MDA,NA,SSP4,2066,0.641012052,0.645371522,0.508574548
MDA,NA,SSP5,2066,0.69677797,0.756368327,0.579159544
MDG,NA,SSP1,2066,0.636901861,0.628468899,0.536875467
MDG,NA,SSP2,2066,0.552335116,0.498387816,0.44998232
MDG,NA,SSP3,2066,0.485908573,0.412957079,0.379765413
MDG,NA,SSP4,2066,0.528554509,0.462439282,0.426976399
MDG,NA,SSP5,2066,0.646546105,0.646271582,0.545482575
MDV,NA,SSP1,2066,0.660349165,0.723259987,0.547069424
MDV,NA,SSP2,2066,0.595837519,0.634745415,0.460721468
MDV,NA,SSP3,2066,0.54681373,0.573936061,0.363966284
MDV,NA,SSP4,2066,0.591269183,0.615588892,0.459709655
MDV,NA,SSP5,2066,0.660016902,0.736685172,0.536956808
MEX,NA,SSP1,2066,0.703503208,0.80963486,0.602831385
MEX,NA,SSP2,2066,0.649255141,0.738048919,0.53150231
MEX,NA,SSP3,2066,0.591752846,0.657989441,0.430862166
MEX,NA,SSP4,2066,0.638559012,0.710837977,0.52241873
MEX,NA,SSP5,2066,0.696431248,0.814675008,0.589500991
MKD,NA,SSP1,2066,0.709549515,0.772065343,0.603436138
MKD,NA,SSP2,2066,0.667180472,0.69471227,0.554588239
MKD,NA,SSP3,2066,0.622949177,0.633623963,0.494828553
MKD,NA,SSP4,2066,0.650887524,0.670708876,0.538714277
MKD,NA,SSP5,2066,0.709549998,0.777079708,0.602348745
MLI,NA,SSP1,2066,0.645015002,0.631630701,0.52270242
MLI,NA,SSP2,2066,0.580373942,0.516821,0.440773604
MLI,NA,SSP3,2066,0.477546941,0.379400763,0.306444082
MLI,NA,SSP4,2066,0.515973552,0.430741829,0.376816992
MLI,NA,SSP5,2066,0.653408556,0.643916192,0.522659888
MLT,NA,SSP1,2066,0.921316818,0.977044108,0.778534913
MLT,NA,SSP2,2066,0.914690743,0.95362062,0.7697832
MLT,NA,SSP3,2066,0.890092936,0.879457019,0.742450285
MLT,NA,SSP4,2066,0.905694229,0.933710323,0.760955615
MLT,NA,SSP5,2066,0.929927859,0.990494894,0.786688168
MNG,NA,SSP1,2066,0.690325179,0.72003969,0.578020981
MNG,NA,SSP2,2066,0.626388396,0.587887817,0.486643154
MNG,NA,SSP3,2066,0.576946921,0.488059635,0.389219085
MNG,NA,SSP4,2066,0.624367556,0.575197502,0.488280136
MNG,NA,SSP5,2066,0.692693404,0.721026018,0.568948229
MOZ,NA,SSP1,2066,0.64273635,0.645099916,0.515019287
MOZ,NA,SSP2,2066,0.591078804,0.562287889,0.454341299
MOZ,NA,SSP3,2066,0.472628343,0.426384485,0.314606664
MOZ,NA,SSP4,2066,0.504839504,0.459544488,0.362526139
MOZ,NA,SSP5,2066,0.658194,0.671421488,0.524683893
MRT,NA,SSP1,2066,0.6038132,0.656975707,0.538676295
MRT,NA,SSP2,2066,0.5096341,0.520077664,0.439767744
MRT,NA,SSP3,2066,0.385766,0.359731694,0.285943363
MRT,NA,SSP4,2066,0.4732223,0.451704385,0.403334739
MRT,NA,SSP5,2066,0.5901023,0.652585039,0.524861418
MUS,NA,SSP1,2066,0.8001777,0.822643324,0.626823387
MUS,NA,SSP2,2066,0.7673623,0.749612974,0.589133786
MUS,NA,SSP3,2066,0.7599223,0.726101612,0.584031335
MUS,NA,SSP4,2066,0.7547285,0.72040505,0.580639222
MUS,NA,SSP5,2066,0.8106046,0.837622783,0.635950137
MWI,NA,SSP1,2066,0.6607956,0.675890694,0.526101602
MWI,NA,SSP2,2066,0.6179146,0.593182877,0.474735304
MWI,NA,SSP3,2066,0.5423164,0.495015426,0.386054488
MWI,NA,SSP4,2066,0.5640737,0.526123139,0.418743688
MWI,NA,SSP5,2066,0.6801353,0.703004264,0.539423806
MYS,NA,SSP1,2066,0.7524275,0.961150513,0.64622986
MYS,NA,SSP2,2066,0.7267913,0.920315066,0.619001331
MYS,NA,SSP3,2066,0.6877641,0.827350349,0.572099432
MYS,NA,SSP4,2066,0.7100518,0.882467474,0.601770698
MYS,NA,SSP5,2066,0.7590794,0.977704974,0.652636211
NAM,NA,SSP1,2066,0.7261127,0.7664243,0.618818388
NAM,NA,SSP2,2066,0.6830074,0.671250887,0.576040721
NAM,NA,SSP3,2066,0.6625843,0.612534484,0.56960025
NAM,NA,SSP4,2066,0.6848307,0.651299301,0.583803591
NAM,NA,SSP5,2066,0.7345179,0.777143284,0.629363574
NER,NA,SSP1,2066,0.607632,0.604690218,0.496664448
NER,NA,SSP2,2066,0.532486,0.498743545,0.411302515
NER,NA,SSP3,2066,0.4181899,0.373009888,0.268215541
NER,NA,SSP4,2066,0.4708052,0.420333634,0.346980649
NER,NA,SSP5,2066,0.6166874,0.627399987,0.49937352
NGA,NA,SSP1,2066,0.6304482,0.716407337,0.55129759
NGA,NA,SSP2,2066,0.5577103,0.623748373,0.470241733
NGA,NA,SSP3,2066,0.3717472,0.39410957,0.236645856
NGA,NA,SSP4,2066,0.4526999,0.474110241,0.353176078
NGA,NA,SSP5,2066,0.6200213,0.719931517,0.538278874
NIC,NA,SSP1,2066,0.654288,0.695092762,0.566269934
NIC,NA,SSP2,2066,0.5661378,0.556918006,0.45927737
NIC,NA,SSP3,2066,0.4831162,0.415417693,0.331563814
NIC,NA,SSP4,2066,0.5507523,0.506465262,0.448034104
NIC,NA,SSP5,2066,0.6455448,0.687813697,0.550249237
NLD,NA,SSP1,2066,1,1,1
NLD,NA,SSP2,2066,0.9940479,1,1
NLD,NA,SSP3,2066,0.9710009,0.984255062,0.981643727
NLD,NA,SSP4,2066,0.9726463,0.977861702,0.980734667
NLD,NA,SSP5,2066,1,1,1
NOR,NA,SSP1,2066,0.9864286,1,1
NOR,NA,SSP2,2066,0.9774263,1,0.997455583
NOR,NA,SSP3,2066,0.9740896,1,0.995218091
NOR,NA,SSP4,2066,0.977196,0.999787948,0.992566519
NOR,NA,SSP5,2066,0.9856359,1,1
NPL,NA,SSP1,2066,0.6113986,0.660048578,0.509854037
NPL,NA,SSP2,2066,0.5560571,0.570273164,0.460171124
NPL,NA,SSP3,2066,0.3981338,0.382737229,0.295823535
NPL,NA,SSP4,2066,0.4592345,0.44055793,0.355510226
NPL,NA,SSP5,2066,0.619049,0.682209385,0.519562111
NZL,NA,SSP1,2066,0.991556,1,1
NZL,NA,SSP2,2066,0.9784253,0.991445015,1
NZL,NA,SSP3,2066,0.9653109,0.944411466,1
NZL,NA,SSP4,2066,0.9620539,0.927018186,1
NZL,NA,SSP5,2066,0.9998751,1,1
OMN,NA,SSP1,2066,0.7132933,0.813311304,0.634422517
OMN,NA,SSP2,2066,0.6555694,0.71144407,0.581436163
OMN,NA,SSP3,2066,0.5745965,0.574883937,0.496919775
OMN,NA,SSP4,2066,0.626176,0.652865325,0.551064596
OMN,NA,SSP5,2066,0.7087427,0.81543361,0.635482798
PAK,NA,SSP1,2066,0.6177612,0.707892095,0.533821363
PAK,NA,SSP2,2066,0.5304166,0.597292172,0.442547084
PAK,NA,SSP3,2066,0.3529375,0.414252875,0.235340683
PAK,NA,SSP4,2066,0.4224131,0.455952964,0.324480522
PAK,NA,SSP5,2066,0.6091813,0.720493871,0.52557155
PAN,NA,SSP1,2066,0.7264522,0.817387791,0.6182992
PAN,NA,SSP2,2066,0.6748481,0.731965617,0.5393118
PAN,NA,SSP3,2066,0.6266284,0.629445578,0.4339938
PAN,NA,SSP4,2066,0.6633589,0.695640873,0.529022
PAN,NA,SSP5,2066,0.723971,0.818798073,0.6043968
PER,NA,SSP1,2066,0.6979048,0.7933361,0.6123564
PER,NA,SSP2,2066,0.642493,0.698417533,0.5513363
PER,NA,SSP3,2066,0.5562878,0.557482519,0.4410997
PER,NA,SSP4,2066,0.6117638,0.64483371,0.5189068
PER,NA,SSP5,2066,0.6906668,0.788920545,0.6047007
PHL,NA,SSP1,2066,0.679692,0.818888405,0.5965291
PHL,NA,SSP2,2066,0.6123899,0.730773321,0.5089607
PHL,NA,SSP3,2066,0.5246801,0.592235938,0.3697127
PHL,NA,SSP4,2066,0.5894934,0.653490212,0.4852481
PHL,NA,SSP5,2066,0.6722,0.824833412,0.5809221
PNG,NA,SSP1,2066,0.6481266,0.71333444,0.5549013
PNG,NA,SSP2,2066,0.5692462,0.59125827,0.4455874
PNG,NA,SSP3,2066,0.4729307,0.458468304,0.2741838
PNG,NA,SSP4,2066,0.5440308,0.541079767,0.4195538
PNG,NA,SSP5,2066,0.6337825,0.703359254,0.5282489
POL,NA,SSP1,2066,0.7934059,0.856997344,0.663956
POL,NA,SSP2,2066,0.775961,0.794787081,0.6390921
POL,NA,SSP3,2066,0.7758874,0.750315727,0.632776
POL,NA,SSP4,2066,0.7723351,0.7584561,0.6323037
POL,NA,SSP5,2066,0.8023661,0.857764519,0.6689433
PRI,NA,SSP1,2066,0.7851096,0.887047215,0.6793206
PRI,NA,SSP2,2066,0.7663611,0.82914709,0.660469
PRI,NA,SSP3,2066,0.7470243,0.726859792,0.6365122
PRI,NA,SSP4,2066,0.7630715,0.809422776,0.659653
PRI,NA,SSP5,2066,0.790479,0.887127865,0.6849839
PRT,NA,SSP1,2066,0.8957596,0.950474055,0.8163474
PRT,NA,SSP2,2066,0.879643,0.904676274,0.7955353
PRT,NA,SSP3,2066,0.8747707,0.859497367,0.7935207
PRT,NA,SSP4,2066,0.8859061,0.872896537,0.8001589
PRT,NA,SSP5,2066,0.9018192,0.956820301,0.8209472
PRY,NA,SSP1,2066,0.6446135,0.710231166,0.5634
PRY,NA,SSP2,2066,0.542918,0.553669805,0.4287738
PRY,NA,SSP3,2066,0.4333273,0.386206763,0.2396595
PRY,NA,SSP4,2066,0.5137776,0.486350519,0.3989935
PRY,NA,SSP5,2066,0.6262902,0.693744446,0.5326209
ROU,NA,SSP1,2066,0.7311558,0.770150108,0.611973
ROU,NA,SSP2,2066,0.6928044,0.669593108,0.552295
ROU,NA,SSP3,2066,0.6521501,0.584385505,0.4733167
ROU,NA,SSP4,2066,0.678559,0.645181966,0.5389802
ROU,NA,SSP5,2066,0.7334894,0.767060981,0.6061512
RUS,NA,SSP1,2066,0.6431675,0.755068294,0.578535
RUS,NA,SSP2,2066,0.5498826,0.624161764,0.4587829
RUS,NA,SSP3,2066,0.4469361,0.503797239,0.2799846
RUS,NA,SSP4,2066,0.5418789,0.609826539,0.4521055
RUS,NA,SSP5,2066,0.6169638,0.738588597,0.5443285
RWA,NA,SSP1,2066,0.6124916,0.647010304,0.5563412
RWA,NA,SSP2,2066,0.5273759,0.543938174,0.4983372
RWA,NA,SSP3,2066,0.4248006,0.448275915,0.4366265
RWA,NA,SSP4,2066,0.4835939,0.482746366,0.4558601
RWA,NA,SSP5,2066,0.6152675,0.671361216,0.5722124
SAU,NA,SSP1,2066,0.7028973,0.838754436,0.646643
SAU,NA,SSP2,2066,0.6503124,0.7706116,0.6127429
SAU,NA,SSP3,2066,0.5561044,0.611810217,0.5261004
SAU,NA,SSP4,2066,0.612468,0.692270924,0.5669342
SAU,NA,SSP5,2066,0.6884909,0.830720566,0.6440082
SDN,NA,SSP1,2066,0.5654282,0.65386884,0.5290115
SDN,NA,SSP2,2066,0.445292,0.511596232,0.4116738
SDN,NA,SSP3,2066,0.2633799,0.316072903,0.2003254
SDN,NA,SSP4,2066,0.3788132,0.403753919,0.3420091
SDN,NA,SSP5,2066,0.5369039,0.644226803,0.5060624
SEN,NA,SSP1,2066,0.6718972,0.701614519,0.5572214
SEN,NA,SSP2,2066,0.6088436,0.588729095,0.4922744
SEN,NA,SSP3,2066,0.5061766,0.457121986,0.3869467
SEN,NA,SSP4,2066,0.5347908,0.484587555,0.4142793
SEN,NA,SSP5,2066,0.6848831,0.724273304,0.5692152
SGP,NA,SSP1,2066,0.9786982,1,1
SGP,NA,SSP2,2066,0.9753836,1,1
SGP,NA,SSP3,2066,0.957483,1,1
SGP,NA,SSP4,2066,0.9637711,1,1
SGP,NA,SSP5,2066,0.9850468,1,1
SLB,NA,SSP1,2066,0.6642088,0.68955862,0.5799723
SLB,NA,SSP2,2066,0.5922548,0.549761173,0.5053852
SLB,NA,SSP3,2066,0.5139264,0.410144191,0.4098807
SLB,NA,SSP4,2066,0.5627772,0.495347664,0.4761571
SLB,NA,SSP5,2066,0.6576594,0.676550829,0.5740406
SLE,NA,SSP1,2066,0.6174861,0.623632914,0.5167601
SLE,NA,SSP2,2066,0.5424469,0.493201007,0.4377379
SLE,NA,SSP3,2066,0.3980598,0.310082111,0.2720634
SLE,NA,SSP4,2066,0.4550864,0.378986514,0.3440999
SLE,NA,SSP5,2066,0.6224367,0.634232731,0.5195902
SLV,NA,SSP1,2066,0.6837803,0.746868777,0.5789076
SLV,NA,SSP2,2066,0.6270551,0.652729736,0.5054719
SLV,NA,SSP3,2066,0.5546176,0.527672731,0.3945664
SLV,NA,SSP4,2066,0.6016125,0.59802501,0.4817579
SLV,NA,SSP5,2066,0.6774684,0.741481296,0.5658858
SOM,NA,SSP1,2066,0.4938174,0.536208694,0.4634698
SOM,NA,SSP2,2066,0.375882,0.39198152,0.3671196
SOM,NA,SSP3,2066,0.1235783,0.126612565,0.1035424
SOM,NA,SSP4,2066,0.2565296,0.241781933,0.2363537
SOM,NA,SSP5,2066,0.4677853,0.52674235,0.4485595
SRB,NA,SSP1,2066,0.7163333,0.796002079,0.6198465
SRB,NA,SSP2,2066,0.6649379,0.701212552,0.5566496
SRB,NA,SSP3,2066,0.6070611,0.614534709,0.469617
SRB,NA,SSP4,2066,0.6522553,0.678982389,0.5446845
SRB,NA,SSP5,2066,0.7131727,0.800054445,0.6142816
SSD,NA,SSP1,2066,0.5654282,0.65386884,0.5290115
SSD,NA,SSP2,2066,0.445292,0.511596232,0.4116738
SSD,NA,SSP3,2066,0.2633799,0.316072903,0.2003254
SSD,NA,SSP4,2066,0.3788132,0.403753919,0.3420091
SSD,NA,SSP5,2066,0.5369039,0.644226803,0.5060624
STP,NA,SSP1,2066,0.6604406,0.630683464,0.5508045
STP,NA,SSP2,2066,0.6028923,0.529230982,0.4985482
STP,NA,SSP3,2066,0.5734,0.471319736,0.4841002
STP,NA,SSP4,2066,0.6003776,0.515472673,0.5005445
STP,NA,SSP5,2066,0.6692581,0.640539134,0.5617917
SUR,NA,SSP1,2066,0.7137606,0.754224303,0.6187106
SUR,NA,SSP2,2066,0.6513007,0.642170638,0.5543836
SUR,NA,SSP3,2066,0.6136182,0.575318123,0.5136538
SUR,NA,SSP4,2066,0.6424206,0.621894602,0.5484616
SUR,NA,SSP5,2066,0.7101251,0.751896163,0.6174534
SVK,NA,SSP1,2066,0.7736004,0.828878716,0.6234716
SVK,NA,SSP2,2066,0.7547265,0.771427724,0.5861355
SVK,NA,SSP3,2066,0.7414697,0.736588307,0.5467707
SVK,NA,SSP4,2066,0.7432645,0.734682504,0.5710315
SVK,NA,SSP5,2066,0.7845235,0.841490694,0.6257771
SVN,NA,SSP1,2066,0.8222441,0.860191192,0.734907
SVN,NA,SSP2,2066,0.8059182,0.812561778,0.7142329
SVN,NA,SSP3,2066,0.8013939,0.779656888,0.7080319
SVN,NA,SSP4,2066,0.7989458,0.770747757,0.7033271
SVN,NA,SSP5,2066,0.8309973,0.868589606,0.7408673
SWE,NA,SSP1,2066,0.9908532,1,1
SWE,NA,SSP2,2066,0.9814996,1,1
SWE,NA,SSP3,2066,0.9625619,0.995923375,0.996675
SWE,NA,SSP4,2066,0.9793258,1,1
SWE,NA,SSP5,2066,0.9914434,1,1
SWZ,NA,SSP1,2066,0.648782,0.719065014,0.5890756
SWZ,NA,SSP2,2066,0.5667609,0.592894511,0.5184586
SWZ,NA,SSP3,2066,0.445522,0.420918611,0.4046031
SWZ,NA,SSP4,2066,0.5230244,0.506571546,0.4749485
SWZ,NA,SSP5,2066,0.6363578,0.713401328,0.5858017
SYR,NA,SSP1,2066,0.6187898,0.70910114,0.5650957
SYR,NA,SSP2,2066,0.5164955,0.580033926,0.4584476
SYR,NA,SSP3,2066,0.3645353,0.390862814,0.2676513
SYR,NA,SSP4,2066,0.4605898,0.475643326,0.3982093
SYR,NA,SSP5,2066,0.5958308,0.698540238,0.5435156
TCD,NA,SSP1,2066,0.5337852,0.556293953,0.4501563
TCD,NA,SSP2,2066,0.4480571,0.443662711,0.3570885
TCD,NA,SSP3,2066,0.2508045,0.242660965,0.1080427
TCD,NA,SSP4,2066,0.3459809,0.323195513,0.245623
TCD,NA,SSP5,2066,0.5226557,0.56158628,0.4347134
TGO,NA,SSP1,2066,0.5723885,0.580452604,0.4957825
TGO,NA,SSP2,2066,0.4741551,0.423127765,0.3859704
TGO,NA,SSP3,2066,0.3620089,0.257002573,0.2321179
TGO,NA,SSP4,2066,0.4398721,0.357725397,0.351376
TGO,NA,SSP5,2066,0.5686626,0.580832449,0.4862213
THA,NA,SSP1,2066,0.7200355,0.84967084,0.6218646
THA,NA,SSP2,2066,0.6706264,0.78681463,0.5591391
THA,NA,SSP3,2066,0.60332,0.677381066,0.455897
THA,NA,SSP4,2066,0.6652158,0.747240604,0.5566433
THA,NA,SSP5,2066,0.7155888,0.85934094,0.6129013
TJK,NA,SSP1,2066,0.6253719,0.717090563,0.5542588
TJK,NA,SSP2,2066,0.5496594,0.616540472,0.4678516
TJK,NA,SSP3,2066,0.4225147,0.487229283,0.2897802
TJK,NA,SSP4,2066,0.5248919,0.576577294,0.4414234
TJK,NA,SSP5,2066,0.601486,0.70380304,0.5283352
TKM,NA,SSP1,2066,0.5959107,0.685201207,0.5562478
TKM,NA,SSP2,2066,0.4775239,0.515081721,0.419373
TKM,NA,SSP3,2066,0.3385024,0.36017441,0.2110219
TKM,NA,SSP4,2066,0.4650191,0.495830911,0.4076842
TKM,NA,SSP5,2066,0.55847,0.655093902,0.5166291
TON,NA,SSP1,2066,0.6864277,0.733365538,0.5802333
TON,NA,SSP2,2066,0.6241781,0.615073856,0.488838
TON,NA,SSP3,2066,0.5700452,0.507067119,0.3724873
TON,NA,SSP4,2066,0.6165467,0.592288807,0.4827528
TON,NA,SSP5,2066,0.6758065,0.715225294,0.5569941
TTO,NA,SSP1,2066,0.702506,0.745957212,0.5950337
TTO,NA,SSP2,2066,0.6496878,0.646281211,0.5266002
TTO,NA,SSP3,2066,0.6502906,0.639526031,0.4942781
TTO,NA,SSP4,2066,0.6411663,0.627740974,0.5204454
TTO,NA,SSP5,2066,0.6963653,0.741441327,0.5850556
TUN,NA,SSP1,2066,0.7194398,0.874325294,0.6196947
TUN,NA,SSP2,2066,0.6910313,0.839946075,0.597613
TUN,NA,SSP3,2066,0.6538906,0.765647177,0.5648347
TUN,NA,SSP4,2066,0.6712422,0.805378322,0.5767615
TUN,NA,SSP5,2066,0.7222084,0.889460315,0.6257669
TUR,NA,SSP1,2066,0.7078982,0.80797741,0.6067562
TUR,NA,SSP2,2066,0.6619171,0.732778335,0.5643955
TUR,NA,SSP3,2066,0.5601818,0.602570227,0.4599623
TUR,NA,SSP4,2066,0.5823583,0.619209848,0.4764427
TUR,NA,SSP5,2066,0.7085754,0.820509811,0.6114087
TZA,NA,SSP1,2066,0.6509118,0.66416094,0.5384575
TZA,NA,SSP2,2066,0.5703071,0.543528311,0.4455474
TZA,NA,SSP3,2066,0.4735667,0.434367326,0.320985
TZA,NA,SSP4,2066,0.5150439,0.471039102,0.3864216
TZA,NA,SSP5,2066,0.6596763,0.685007931,0.5408234
UGA,NA,SSP1,2066,0.6419457,0.689963721,0.5301972
UGA,NA,SSP2,2066,0.5609846,0.575069726,0.4310165
UGA,NA,SSP3,2066,0.4364507,0.442424703,0.2639236
UGA,NA,SSP4,2066,0.4885442,0.476406166,0.3541279
